pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_lm	pr_is_bing
112479	ERI2	ERI1 exoribonuclease family member 2	0	1
155060	LOC155060	AI894139 pseudogene	0	1
92211	CDHR1	cadherin related family member 1	0	1
51460	SFMBT1	Scm-like with four mbt domains 1	0	1
11155	LDB3	LIM domain binding 3	0	1
152559	PAQR3	progestin and adipoQ receptor family member III	0	1
841	CASP8	caspase 8	0	1
26275	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	0	1
22890	ZBTB1	zinc finger and BTB domain containing 1	0	1
6206	RPS12	ribosomal protein S12	0	1
27235	COQ2	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase	0	1
196740	VSTM4	V-set and transmembrane domain containing 4	0	1
5331	PLCB3	phospholipase C beta 3	1	1
1124	CHN2	chimerin 2	0	1
84302	TMEM246	transmembrane protein 246	0	1
54454	ATAD2B	ATPase family, AAA domain containing 2B	0	1
23211	ZC3H4	zinc finger CCCH-type containing 4	0	1
286148	DPY19L4	dpy-19 like 4 (C. elegans)	0	1
124152	IQCK	IQ motif containing K	0	1
84804	MFSD9	major facilitator superfamily domain containing 9	0	1
23005	MAPKBP1	mitogen-activated protein kinase binding protein 1	0	1
23209	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1	0	1
11216	AKAP10	A-kinase anchoring protein 10	0	1
56948	SDR39U1	short chain dehydrogenase/reductase family 39U member 1	0	1
6907	TBL1X	transducin (beta)-like 1X-linked	0	1
126208	ZNF787	zinc finger protein 787	0	1
57403	RAB22A	RAB22A, member RAS oncogene family	0	1
23035	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	0	1
26098	EDRF1	erythroid differentiation regulatory factor 1	0	1
53616	ADAM22	ADAM metallopeptidase domain 22	0	1
11037	STON1	stonin 1	0	1
1193	CLIC2	chloride intracellular channel 2	0	1
3676	ITGA4	integrin subunit alpha 4	0	1
6909	TBX2	T-box 2	1	1
3310	HSPA6	heat shock protein family A (Hsp70) member 6	0	1
323	APBB2	amyloid beta precursor protein binding family B member 2	1	1
90957	DHX57	DEAH-box helicase 57	0	1
54587	MXRA8	matrix-remodelling associated 8	0	1
23366	KIAA0895	KIAA0895	0	1
7474	WNT5A	wingless-type MMTV integration site family member 5A	0	1
10799	RPP40	ribonuclease P/MRP 40kDa subunit	0	1
1291	COL6A1	collagen type VI alpha 1	0	1
80114	BICC1	BicC family RNA binding protein 1	0	1
727897	MUC5B	mucin 5B, oligomeric mucus/gel-forming	0	1
2054	STX2	syntaxin 2	0	1
23314	SATB2	SATB homeobox 2	0	1
1268	CNR1	cannabinoid receptor 1 (brain)	0	1
23114	NFASC	neurofascin	0	1
10900	RUNDC3A	RUN domain containing 3A	0	1
643641	ZNF862	zinc finger protein 862	0	1
23144	ZC3H3	zinc finger CCCH-type containing 3	0	1
3653	IPW	imprinted in Prader-Willi syndrome (non-protein coding)	0	1
10940	POP1	POP1 homolog, ribonuclease P/MRP subunit	0	1
23308	ICOSLG	inducible T-cell co-stimulator ligand	0	1
7738	ZNF184	zinc finger protein 184	0	1
92689	FAM114A1	family with sequence similarity 114 member A1	0	1
25928	SOSTDC1	sclerostin domain containing 1	0	1
9258	MFHAS1	malignant fibrous histiocytoma amplified sequence 1	0	1
11051	NUDT21	nudix hydrolase 21	0	0
4862	NPAS2	neuronal PAS domain protein 2	0	1
57799	RAB40C	RAB40C, member RAS oncogene family	0	1
8153	RND2	Rho family GTPase 2	0	1
2068	ERCC2	excision repair cross-complementation group 2	0	1
80055	PGAP1	post-GPI attachment to proteins 1	0	1
261734	NPHP4	nephronophthisis 4	0	1
154881	KCTD7	potassium channel tetramerization domain containing 7	0	1
3683	ITGAL	integrin subunit alpha L	0	1
23254	KAZN	kazrin, periplakin interacting protein	0	1
4885	NPTX2	neuronal pentraxin II	0	1
8674	VAMP4	vesicle associated membrane protein 4	0	1
1795	DOCK3	dedicator of cytokinesis 3	0	1
23398	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	0	1
89845	ABCC10	ATP binding cassette subfamily C member 10	0	1
25992	SNED1	sushi, nidogen and EGF like domains 1	0	1
10982	MAPRE2	microtubule associated protein RP/EB family member 2	0	1
1280	COL2A1	collagen type II alpha 1	0	0
9890	PLPPR4	phospholipid phosphatase related 4	0	1
25841	ABTB2	ankyrin repeat and BTB (POZ) domain containing 2	0	1
1181	CLCN2	chloride channel, voltage-sensitive 2	0	1
51	ACOX1	acyl-CoA oxidase 1, palmitoyl	0	1
302	ANXA2	annexin A2	0	1
10147	SUGP2	SURP and G-patch domain containing 2	0	1
2150	F2RL1	F2R like trypsin receptor 1	0	1
220594	USP32P2	ubiquitin specific peptidase 32 pseudogene 2	0	0
122616	C14orf79	chromosome 14 open reading frame 79	0	1
10109	ARPC2	actin related protein 2/3 complex subunit 2	0	1
5584	PRKCI	protein kinase C iota	0	1
3908	LAMA2	laminin subunit alpha 2	0	1
9401	RECQL4	RecQ helicase-like 4	0	1
26469	PTPN18	protein tyrosine phosphatase, non-receptor type 18	0	1
898	CCNE1	cyclin E1	0	1
50486	G0S2	G0/G1 switch 2	0	1
55957	LIN37	lin-37 DREAM MuvB core complex component	0	1
146542	ZNF688	zinc finger protein 688	0	1
92342	METTL18	methyltransferase like 18	0	1
22930	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1	0	1
23178	PASK	PAS domain containing serine/threonine kinase	0	1
7329	UBE2I	ubiquitin conjugating enzyme E2I	0	1
915	CD3D	CD3d molecule	0	1
7923	HSD17B8	hydroxysteroid (17-beta) dehydrogenase 8	0	1
2078	ERG	v-ets avian erythroblastosis virus E26 oncogene homolog	0	1
6444	SGCD	sarcoglycan delta	0	1
222161	DKFZP586I1420	uncharacterized protein DKFZp586I1420	0	1
23066	CAND2	cullin-associated and neddylation-dissociated 2 (putative)	0	1
118987	PDZD8	PDZ domain containing 8	0	1
26035	GLCE	glucuronic acid epimerase	0	1
112611	RWDD2A	RWD domain containing 2A	0	1
390940	PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing	0	0
27445	PCLO	piccolo presynaptic cytomatrix protein	0	1
6039	RNASE6	ribonuclease A family member k6	0	1
116039	OSR2	odd-skipped related transciption factor 2	0	1
9470	EIF4E2	eukaryotic translation initiation factor 4E family member 2	0	0
1992	SERPINB1	serpin peptidase inhibitor, clade B (ovalbumin), member 1	0	1
657	BMPR1A	bone morphogenetic protein receptor type 1A	0	1
2033	EP300	E1A binding protein p300	0	1
23250	ATP11A	ATPase, class VI, type 11A	0	1
155066	ATP6V0E2	ATPase, H+ transporting V0 subunit e2	0	1
146712	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1	0	1
187	APLNR	apelin receptor	0	1
11339	OIP5	Opa interacting protein 5	0	1
6585	SLIT1	slit guidance ligand 1	0	1
402055	SRRD	SRR1 domain containing	0	1
151230	KLHL23	kelch like family member 23	0	1
362	AQP5	aquaporin 5	0	1
1915	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	0	1
25941	TPGS2	tubulin polyglutamylase complex subunit 2	0	1
116984	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	0	1
3384	ICAM2	intercellular adhesion molecule 2	0	1
1298	COL9A2	collagen type IX alpha 2	0	1
11127	KIF3A	kinesin family member 3A	0	1
10924	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	0	1
387032	ZKSCAN4	zinc finger with KRAB and SCAN domains 4	0	1
84869	CBR4	carbonyl reductase 4	0	1
4494	MT1F	metallothionein 1F	0	1
23148	NACAD	NAC alpha domain containing	0	1
1723	DHODH	dihydroorotate dehydrogenase (quinone)	0	1
23616	SH3BP1	SH3-domain binding protein 1	0	1
55687	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	0	1
221692	PHACTR1	phosphatase and actin regulator 1	0	1
26048	ZNF500	zinc finger protein 500	0	1
201134	CEP112	centrosomal protein 112kDa	0	1
1763	DNA2	DNA replication helicase/nuclease 2	0	1
27124	INPP5J	inositol polyphosphate-5-phosphatase J	0	1
56339	METTL3	methyltransferase like 3	0	1
27097	TAF5L	TATA-box binding protein associated factor 5 like	0	1
3831	KLC1	kinesin light chain 1	0	1
8940	TOP3B	topoisomerase (DNA) III beta	0	1
25891	PAMR1	peptidase domain containing associated with muscle regeneration 1	0	1
6505	SLC1A1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	0	1
23157	SEPT6	septin 6	0	1
10847	SRCAP	Snf2-related CREBBP activator protein	0	1
23149	FCHO1	FCH domain only 1	1	1
155400	NSUN5P1	NOP2/Sun RNA methyltransferase family member 5 pseudogene 1	0	1
5378	PMS1	PMS1 homolog 1, mismatch repair system component	0	1
441151	TMEM151B	transmembrane protein 151B	0	1
92104	TTC30A	tetratricopeptide repeat domain 30A	0	1
10762	NUP50	nucleoporin 50kDa	0	1
10611	PDLIM5	PDZ and LIM domain 5	0	1
6165	RPL35A	ribosomal protein L35a	0	1
388650	FAM69A	family with sequence similarity 69 member A	1	1
54665	RSBN1	round spermatid basic protein 1	0	1
5446	PON3	paraoxonase 3	0	1
91298	C12orf29	chromosome 12 open reading frame 29	0	1
427	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	1	1
1749	DLX5	distal-less homeobox 5	0	1
6945	MLX	MLX, MAX dimerization protein	0	1
80823	BHLHB9	basic helix-loop-helix domain containing, class B, 9	0	1
3887	KRT81	keratin 81, type II	0	0
54898	ELOVL2	ELOVL fatty acid elongase 2	0	1
89944	GLB1L2	galactosidase beta 1 like 2	0	1
783	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	0	1
256949	KANK3	KN motif and ankyrin repeat domains 3	0	1
6398	SECTM1	secreted and transmembrane 1	0	1
5936	RBM4	RNA binding motif protein 4	0	1
6597	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	1	1
6657	SOX2	SRY-box 2	1	1
64131	XYLT1	xylosyltransferase I	0	1
10383	TUBB4B	tubulin beta 4B class IVb	0	1
6929	TCF3	transcription factor 3	0	1
4542	MYO1F	myosin IF	0	1
1329	COX5B	cytochrome c oxidase subunit Vb	0	1
728498	GOLGA8H	golgin A8 family member H	0	1
498	ATP5A1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	0	1
3836	KPNA1	karyopherin subunit alpha 1	0	1
26033	ATRNL1	attractin like 1	0	1
2316	FLNA	filamin A	0	1
9866	TRIM66	tripartite motif containing 66	0	1
5648	MASP1	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)	0	0
10605	PAIP1	poly(A) binding protein interacting protein 1	0	1
56890	MDM1	Mdm1 nuclear protein	0	1
27316	RBMX	RNA binding motif protein, X-linked	0	1
28996	HIPK2	homeodomain interacting protein kinase 2	0	1
8076	MFAP5	microfibrillar associated protein 5	0	1
8844	KSR1	kinase suppressor of ras 1	0	0
26145	IRF2BP1	interferon regulatory factor 2 binding protein 1	0	1
23062	GGA2	golgi-associated, gamma adaptin ear containing, ARF binding protein 2	0	1
55695	NSUN5	NOP2/Sun RNA methyltransferase family member 5	0	1
92822	ZNF276	zinc finger protein 276	0	1
129080	EMID1	EMI domain containing 1	0	1
7062	TCHH	trichohyalin	0	0
284352	PPP1R37	protein phosphatase 1 regulatory subunit 37	0	1
51778	MYOZ2	myozenin 2	0	1
5179	PENK	proenkephalin	0	1
3643	INSR	insulin receptor	0	1
9456	HOMER1	homer scaffolding protein 1	0	1
25983	NGDN	neuroguidin	0	1
5786	PTPRA	protein tyrosine phosphatase, receptor type A	0	1
91543	RSAD2	radical S-adenosyl methionine domain containing 2	0	1
3075	CFH	complement factor H	0	1
3921	RPSA	ribosomal protein SA	0	1
8492	PRSS12	protease, serine 12	0	1
3633	INPP5B	inositol polyphosphate-5-phosphatase B	0	1
8745	ADAM23	ADAM metallopeptidase domain 23	0	1
10645	CAMKK2	calcium/calmodulin-dependent protein kinase kinase 2, beta	0	1
11213	IRAK3	interleukin 1 receptor associated kinase 3	0	1
80765	STARD5	StAR related lipid transfer domain containing 5	0	1
3207	HOXA11	homeobox A11	0	1
10215	OLIG2	oligodendrocyte lineage transcription factor 2	0	1
115703	ARHGAP33	Rho GTPase activating protein 33	0	1
3117	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	0	1
3752	KCND3	potassium channel, voltage gated Shal related subfamily D, member 3	0	1
440073	IQSEC3	IQ motif and Sec7 domain 3	0	1
84705	GTPBP3	GTP binding protein 3 (mitochondrial)	0	1
3202	HOXA5	homeobox A5	1	1
2898	GRIK2	glutamate receptor, ionotropic, kainate 2	0	1
5630	PRPH	peripherin	0	0
1849	DUSP7	dual specificity phosphatase 7	0	1
5521	PPP2R2B	protein phosphatase 2 regulatory subunit B, beta	0	1
375346	TMEM110	transmembrane protein 110	1	1
9939	RBM8A	RNA binding motif protein 8A	0	1
120526	DNAJC24	DnaJ heat shock protein family (Hsp40) member C24	0	1
58500	ZNF250	zinc finger protein 250	0	1
25895	METTL21B	methyltransferase like 21B	0	1
131566	DCBLD2	discoidin, CUB and LCCL domain containing 2	0	1
201191	SAMD14	sterile alpha motif domain containing 14	0	1
1302	COL11A2	collagen type XI alpha 2	0	0
5267	SERPINA4	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4	0	0
8233	ZRSR2	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2	0	1
8549	LGR5	leucine-rich repeat containing G protein-coupled receptor 5	0	1
353	APRT	adenine phosphoribosyltransferase	0	1
5383	PMS2P5	PMS1 homolog 2, mismatch repair system component pseudogene 5	0	0
221981	THSD7A	thrombospondin type 1 domain containing 7A	0	1
317662	FAM149B1	family with sequence similarity 149 member B1	0	1
6150	MRPL23	mitochondrial ribosomal protein L23	0	1
9413	FAM189A2	family with sequence similarity 189 member A2	0	1
633	BGN	biglycan	0	1
4603	MYBL1	v-myb avian myeloblastosis viral oncogene homolog-like 1	0	1
131578	LRRC15	leucine rich repeat containing 15	0	1
3490	IGFBP7	insulin like growth factor binding protein 7	0	1
23329	TBC1D30	TBC1 domain family member 30	0	1
4818	NKG7	natural killer cell granule protein 7	0	1
23316	CUX2	cut-like homeobox 2	0	1
6750	SST	somatostatin	0	1
146057	TTBK2	tau tubulin kinase 2	0	1
5912	RAP2B	RAP2B, member of RAS oncogene family	0	1
2774	GNAL	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type	0	1
375057	C1orf95	chromosome 1 open reading frame 95	0	1
4293	MAP3K9	mitogen-activated protein kinase kinase kinase 9	0	1
3105	HLA-A	major histocompatibility complex, class I, A	0	1
5733	PTGER3	prostaglandin E receptor 3	0	1
7571	ZNF23	zinc finger protein 23	0	0
26059	ERC2	ELKS/RAB6-interacting/CAST family member 2	0	1
22902	RUFY3	RUN and FYVE domain containing 3	0	1
6201	RPS7	ribosomal protein S7	0	1
1953	MEGF6	multiple EGF like domains 6	0	1
7291	TWIST1	twist family bHLH transcription factor 1	0	1
57863	CADM3	cell adhesion molecule 3	0	1
29893	PSMC3IP	PSMC3 interacting protein	0	1
54474	KRT20	keratin 20, type I	0	0
26049	FAM169A	family with sequence similarity 169 member A	0	1
91977	MYOZ3	myozenin 3	0	1
923	CD6	CD6 molecule	0	1
23322	RPGRIP1L	RPGRIP1-like	0	1
26038	CHD5	chromodomain helicase DNA binding protein 5	0	1
138046	RALYL	RALY RNA binding protein-like	0	1
285282	RABL3	RAB, member of RAS oncogene family-like 3	0	1
57188	ADAMTSL3	ADAMTS like 3	0	1
4069	LYZ	lysozyme	0	1
25792	CIZ1	CDKN1A interacting zinc finger protein 1	0	1
92154	MTSS1L	metastasis suppressor 1-like	0	1
1487	CTBP1	C-terminal binding protein 1	0	1
6303	SAT1	spermidine/spermine N1-acetyltransferase 1	0	1
57144	PAK7	p21 protein (Cdc42/Rac)-activated kinase 7	0	1
1288	COL4A6	collagen type IV alpha 6	0	1
27109	ATP5S	ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)	1	1
29799	YPEL1	yippee like 1	0	1
23359	FAM189A1	family with sequence similarity 189 member A1	0	1
10943	MSL3	male-specific lethal 3 homolog (Drosophila)	0	1
51491	NOP16	NOP16 nucleolar protein	0	1
30837	SOCS7	suppressor of cytokine signaling 7	0	1
9704	DHX34	DEAH-box helicase 34	0	1
23426	GRIP1	glutamate receptor interacting protein 1	0	0
347733	TUBB2B	tubulin beta 2B class IIb	0	1
85359	DGCR6L	DiGeorge syndrome critical region gene 6-like	0	0
284439	SLC25A42	solute carrier family 25 member 42	0	0
131544	CRYBG3	crystallin beta-gamma domain containing 3	0	1
7535	ZAP70	zeta chain of T cell receptor associated protein kinase 70kDa	0	1
1946	EFNA5	ephrin-A5	0	1
6355	CCL8	chemokine (C-C motif) ligand 8	0	1
2934	GSN	gelsolin	0	1
5789	PTPRD	protein tyrosine phosphatase, receptor type D	0	1
6262	RYR2	ryanodine receptor 2	0	1
11019	LIAS	lipoic acid synthetase	0	1
10690	FUT9	fucosyltransferase 9 (alpha (1,3) fucosyltransferase)	0	1
8930	MBD4	methyl-CpG binding domain 4 DNA glycosylase	0	1
2066	ERBB4	erb-b2 receptor tyrosine kinase 4	0	1
9046	DOK2	docking protein 2	0	1
4610	MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog	0	1
93594	TBC1D31	TBC1 domain family member 31	1	1
4793	NFKBIB	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta	1	1
146227	BEAN1	brain expressed, associated with NEDD4, 1	0	1
23120	ATP10B	ATPase, class V, type 10B	0	1
2017	CTTN	cortactin	1	1
10202	DHRS2	dehydrogenase/reductase (SDR family) member 2	0	0
11238	CA5B	carbonic anhydrase VB, mitochondrial	0	1
654817	NCF1C	neutrophil cytosolic factor 1C pseudogene	0	1
10038	PARP2	poly(ADP-ribose) polymerase 2	1	1
4604	MYBPC1	myosin binding protein C, slow type	0	1
2878	GPX3	glutathione peroxidase 3	0	1
8880	FUBP1	far upstream element (FUSE) binding protein 1	0	1
23285	KIAA1107	KIAA1107	0	1
23432	GPR161	G protein-coupled receptor 161	0	1
10922	FASTK	Fas-activated serine/threonine kinase	0	1
10740	RFPL1S	RFPL1 antisense RNA 1	0	1
11116	FGFR1OP	FGFR1 oncogene partner	0	1
747	DAGLA	diacylglycerol lipase, alpha	0	1
4588	MUC6	mucin 6, oligomeric mucus/gel-forming	0	0
343990	KIAA1211L	KIAA1211-like	0	0
25961	NUDT13	nudix hydrolase 13	0	1
7633	ZNF79	zinc finger protein 79	0	1
8034	SLC25A16	solute carrier family 25 (mitochondrial carrier), member 16	0	1
6432	SRSF7	serine/arginine-rich splicing factor 7	0	1
653808	ZG16	zymogen granule protein 16	0	0
6710	SPTB	spectrin beta, erythrocytic	0	1
5473	PPBP	pro-platelet basic protein	0	1
374977	MROH7	maestro heat like repeat family member 7	0	1
100507424	LOC100507424	uncharacterized LOC100507424	0	1
25924	MYRIP	myosin VIIA and Rab interacting protein	0	1
771	CA12	carbonic anhydrase XII	0	1
2271	FH	fumarate hydratase	0	1
6259	RYK	receptor-like tyrosine kinase	0	1
7940	LST1	leukocyte specific transcript 1	0	1
8277	TKTL1	transketolase-like 1	0	0
10614	HEXIM1	hexamethylene bis-acetamide inducible 1	0	0
9993	DGCR2	DiGeorge syndrome critical region gene 2	0	1
6441	SFTPD	surfactant protein D	0	0
5625	PRODH	proline dehydrogenase (oxidase) 1	0	1
135138	PACRG	PARK2 co-regulated	0	1
285755	PPIL6	peptidylprolyl isomerase like 6	0	0
283212	KLHL35	kelch like family member 35	0	0
23457	ABCB9	ATP binding cassette subfamily B member 9	0	1
2495	FTH1	ferritin, heavy polypeptide 1	0	1
2915	GRM5	glutamate receptor, metabotropic 5	0	1
7503	XIST	X inactive specific transcript (non-protein coding)	0	0
11184	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	0	1
7840	ALMS1	ALMS1, centrosome and basal body associated protein	0	1
56171	DNAH7	dynein, axonemal, heavy chain 7	0	1
339105	PRSS53	protease, serine 53	0	1
7293	TNFRSF4	tumor necrosis factor receptor superfamily member 4	0	1
8632	DNAH17	dynein, axonemal, heavy chain 17	0	1
1577	CYP3A5	cytochrome P450 family 3 subfamily A member 5	0	1
7703	PCGF2	polycomb group ring finger 2	0	1
51083	GAL	galanin/GMAP prepropeptide	0	1
50488	MINK1	misshapen-like kinase 1	0	1
1203	CLN5	ceroid-lipofuscinosis, neuronal 5	0	1
1838	DTNB	dystrobrevin beta	0	1
4103	MAGEA4	MAGE family member A4	0	0
57194	ATP10A	ATPase, class V, type 10A	0	1
8574	AKR7A2	aldo-keto reductase family 7, member A2	1	1
5432	POLR2C	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa	0	1
90141	EFCAB11	EF-hand calcium binding domain 11	0	1
8516	ITGA8	integrin subunit alpha 8	0	1
9110	MTMR4	myotubularin related protein 4	0	1
84179	MFSD7	major facilitator superfamily domain containing 7	0	1
6136	RPL12	ribosomal protein L12	0	1
8131	NPRL3	NPR3-like, GATOR1 complex subunit	0	1
30	ACAA1	acetyl-CoA acyltransferase 1	1	1
11278	KLF12	Kruppel-like factor 12	0	1
3178	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	0	1
7156	TOP3A	topoisomerase (DNA) III alpha	0	1
6203	RPS9	ribosomal protein S9	0	1
1548	CYP2A6	cytochrome P450 family 2 subfamily A member 6	0	0
4856	NOV	nephroblastoma overexpressed	0	1
65110	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)	0	1
2813	GP2	glycoprotein 2	0	0
7178	TPT1	tumor protein, translationally-controlled 1	0	1
10102	TSFM	Ts translation elongation factor, mitochondrial	0	1
3421	IDH3G	isocitrate dehydrogenase 3 (NAD+) gamma	0	1
79178	THTPA	thiamine triphosphatase	0	1
222255	ATXN7L1	ataxin 7 like 1	0	0
1644	DDC	dopa decarboxylase	0	0
6865	TACR2	tachykinin receptor 2	0	0
3845	KRAS	Kirsten rat sarcoma viral oncogene homolog	0	1
92346	C1orf105	chromosome 1 open reading frame 105	0	0
130916	MTERF4	mitochondrial transcription termination factor 4	0	1
7170	TPM3	tropomyosin 3	0	0
10235	RASGRP2	RAS guanyl releasing protein 2	0	1
23617	TSSK2	testis specific serine kinase 2	0	0
10595	ERN2	endoplasmic reticulum to nucleus signaling 2	0	0
8496	PPFIBP1	PTPRF interacting protein, binding protein 1 (liprin beta 1)	0	1
1506	CTRL	chymotrypsin-like	0	1
441601	LOC441601	septin 7 pseudogene	0	0
54346	UNC93A	unc-93 homolog A (C. elegans)	0	1
116138	KLHDC3	kelch domain containing 3	0	1
4586	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	0	0
159963	SLC5A12	solute carrier family 5 (sodium/monocarboxylate cotransporter), member 12	0	0
56269	IRGC	immunity-related GTPase family, cinema	0	0
3851	KRT4	keratin 4, type II	0	0
5075	PAX1	paired box 1	0	0
25803	SPDEF	SAM pointed domain containing ETS transcription factor	1	1
440387	CTRB2	chymotrypsinogen B2	0	0
196993	CT62	cancer/testis antigen 62	0	0
10036	CHAF1A	chromatin assembly factor 1 subunit A	0	1
4839	NOP2	NOP2 nucleolar protein	0	1
9107	MTMR6	myotubularin related protein 6	0	1
2717	GLA	galactosidase alpha	0	1
8833	GMPS	guanine monophosphate synthase	0	1
478	ATP1A3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	0	1
8991	SELENBP1	selenium binding protein 1	0	1
259217	HSPA12A	heat shock protein family A (Hsp70) member 12A	0	1
5898	RALA	v-ral simian leukemia viral oncogene homolog A (ras related)	1	1
25827	FBXL2	F-box and leucine-rich repeat protein 2	0	1
6472	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)	0	1
3142	HLX	H2.0-like homeobox	0	1
9	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	0	1
9063	PIAS2	protein inhibitor of activated STAT 2	0	1
22936	ELL2	elongation factor RNA for polymerase II 2	0	1
2113	ETS1	v-ets avian erythroblastosis virus E26 oncogene homolog 1	1	1
1521	CTSW	cathepsin W	0	1
586	BCAT1	branched chain amino-acid transaminase 1, cytosolic	0	1
10561	IFI44	interferon induced protein 44	0	1
9509	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	0	1
3199	HOXA2	homeobox A2	0	1
26146	TRAF3IP1	TRAF3 interacting protein 1	0	0
4045	LSAMP	limbic system-associated membrane protein	0	1
3929	LBP	lipopolysaccharide binding protein	0	1
2702	GJA5	gap junction protein alpha 5	0	1
8477	GPR65	G protein-coupled receptor 65	0	1
4624	MYH6	myosin, heavy chain 6, cardiac muscle, alpha	0	0
3012	HIST1H2AE	histone cluster 1, H2ae	0	1
3820	KLRB1	killer cell lectin like receptor B1	0	1
3972	LHB	luteinizing hormone beta polypeptide	0	0
5387	PMS2P3	PMS1 homolog 2, mismatch repair system component pseudogene 3	0	1
5565	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2	0	1
7032	TFF2	trefoil factor 2	0	0
4298	MLLT1	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1	0	0
6694	SPP2	secreted phosphoprotein 2	0	0
2676	GFRA3	GDNF family receptor alpha 3	0	0
2117	ETV3	ets variant 3	0	1
7597	ZBTB25	zinc finger and BTB domain containing 25	0	1
10280	SIGMAR1	sigma non-opioid intracellular receptor 1	0	1
4956	ODF1	outer dense fiber of sperm tails 1	0	0
2488	FSHB	follicle stimulating hormone beta subunit	0	0
416	ARSF	arylsulfatase F	0	1
6753	SSTR3	somatostatin receptor 3	0	0
6687	SPG7	spastic paraplegia 7 (pure and complicated autosomal recessive)	0	1
10369	CACNG2	calcium channel, voltage-dependent, gamma subunit 2	0	1
434	ASIP	agouti signaling protein	0	0
9555	H2AFY	H2A histone family member Y	0	1
8970	HIST1H2BJ	histone cluster 1, H2bj	0	1
28	ABO	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	0	0
11318	GPR182	G protein-coupled receptor 182	0	0
1390	CREM	cAMP responsive element modulator	0	1
2843	GPR20	G protein-coupled receptor 20	0	1
8387	OR1E1	olfactory receptor family 1 subfamily E member 1	0	0
3846	KRTAP5-9	keratin associated protein 5-9	0	0
5161	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2	0	0
6019	RLN2	relaxin 2	0	1
2303	FOXC2	forkhead box C2	0	1
54626	HES2	hes family bHLH transcription factor 2	0	1
1053	CEBPE	CCAAT/enhancer binding protein epsilon	0	0
2691	GHRH	growth hormone releasing hormone	0	0
10084	PQBP1	polyglutamine binding protein 1	0	1
7252	TSHB	thyroid stimulating hormone beta	0	0
2035	EPB41	erythrocyte membrane protein band 4.1	0	0
5462	POU5F1B	POU class 5 homeobox 1B	0	0
1215	CMA1	chymase 1, mast cell	0	1
3009	HIST1H1B	histone cluster 1, H1b	0	0
57152	SLURP1	secreted LY6/PLAUR domain containing 1	0	0
3007	HIST1H1D	histone cluster 1, H1d	0	1
9628	RGS6	regulator of G-protein signaling 6	0	1
5273	SERPINB10	serpin peptidase inhibitor, clade B (ovalbumin), member 10	0	0
8348	HIST1H2BO	histone cluster 1, H2bo	0	0
8329	HIST1H2AI	histone cluster 1, H2ai	0	1
55811	ADCY10	adenylate cyclase 10 (soluble)	0	0
6698	SPRR1A	small proline rich protein 1A	0	1
23534	TNPO3	transportin 3	0	1
924	CD7	CD7 molecule	0	1
9135	RABEP1	rabaptin, RAB GTPase binding effector protein 1	0	1
6755	SSTR5	somatostatin receptor 5	0	0
6754	SSTR4	somatostatin receptor 4	0	0
